,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
74631,p_g_AjXjRGXN_IyGAzuIMg,Hello Donuts + Coffee,2557 Amber St,Philadelphia,PA,19125,39.9844875,-75.1244597,4.5,48,1,"{'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'False'}","Coffee & Tea, Restaurants, Breakfast & Brunch, Food, Donuts","{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
74810,yjXSQDwuI49poc3MA7AGdw,Starbucks,1201 Walnut St,Philadelphia,PA,19107,39.949001,-75.160647,3.5,39,0,"{'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False'}","Coffee & Tea, Food","{'Monday': '5:30-21:30', 'Tuesday': '5:30-21:30', 'Wednesday': '5:30-21:30', 'Thursday': '5:30-21:30', 'Friday': '5:30-22:0', 'Saturday': '6:0-22:0', 'Sunday': '6:0-20:30'}"
76272,KOXS3nJm-e5E5MwQ6Pfrlg,Starbucks,2701 Castor Ave,Philadelphia,PA,19134,39.99103,-75.08929,2.0,15,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-21:0'}"
76552,hxz-ZUqfwcueJu3eIGcBMA,Lombard Cafe,700 Sansom St,Philadelphia,PA,19106,39.948517,-75.152606,4.5,20,1,"{'OutdoorSeating': 'True', 'WheelchairAccessible': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False'}","Coffee & Tea, Restaurants, Cafes, Food, Sandwiches","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-17:0', 'Sunday': '9:0-16:0'}"
76900,E6AnAHwEXEWwjbaRw5xyUg,Terrace Street Bakery & Cafe,3862 Terrace St,Philadelphia,PA,19128,40.0206811,-75.2131047,4.5,25,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'True', 'BikeParking': 'True'}","Coffee & Tea, Bakeries, Food, Desserts, Cupcakes, Custom Cakes","{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-12:0'}"
77893,MOy8qGtBOoJzRnHnv3Y3JQ,Ants Pants on 4th,526 S 4th St,Philadelphia,PA,19147,39.9419098,-75.1492366,4.5,75,0,"{'BusinessAcceptsCreditCards': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'""}","Coffee & Tea, Restaurants, Breakfast & Brunch, Food","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
79354,e27sItQBZuFbBPz_Ucq76A,Tea Do,"3816 Chestnut St, Ste 36",Philadelphia,PA,19104,39.954682252,-75.1999465923,4.0,35,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'False', 'DogsAllowed': 'True', 'Caters': 'True'}","Coffee & Tea, Juice Bars & Smoothies, Food, Fast Food, Restaurants, Bubble Tea","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
80414,SaJHvbrvy-ndxLf85mAVXA,High Point Cafe,7210 Cresheim Rd,Philadelphia,PA,19119,40.0575169,-75.1946237,4.0,46,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Food, Bakeries","{'Monday': '7:0-14:0', 'Tuesday': '7:0-14:0', 'Wednesday': '7:0-14:0', 'Thursday': '7:0-14:0', 'Friday': '7:0-14:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}"
80776,p1Y8bMd0ixx1dzj9oTjEOw,A La Mousse,1622 South St,Philadelphia,PA,19146,39.9439931,-75.1695751,5.0,59,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'False', 'RestaurantsTableService': 'True', 'HasTV': 'False', 'DogsAllowed': 'False', 'Caters': 'True', 'OutdoorSeating': 'None', 'Alcohol': ""u'none'"", 'BYOB': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'Corkage': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Desserts, Food, Restaurants, Cafes","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
82085,-ilTnXu41RrxQITuolQhmQ,Starbucks,3218 Market St,Philadelphia,PA,19104,39.9552445,-75.188658,2.0,10,0,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2'}","Coffee & Tea, Breakfast & Brunch, Restaurants, Sandwiches, Food","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}"
82243,V_jy9Aemc3kjznqhbsu_Dg,MilkBoy,1100 Chestnut St,Philadelphia,PA,19107,39.950125,-75.1587931,3.5,383,1,"{'BikeParking': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'HappyHour': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'NoiseLevel': ""u'loud'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsDelivery': 'True'}","Coffee & Tea, Food, American (New), Arts & Entertainment, Nightlife, Music Venues, Restaurants, Bars","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
83047,t2vxEpIP8ntB4OBHrNAcVw,Tiffany's Bakery,1001 Market St,Philadelphia,PA,19107,39.952841,-75.157056,3.5,110,1,"{'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'Caters': 'True', 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'""}","Coffee & Tea, Event Planning & Services, Bakeries, Caterers, Food, Restaurants, Desserts, Patisserie/Cake Shop, Cupcakes","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '11:0-18:0'}"
83487,tyFuhfn1BDGHWpmwpkwBAQ,Wawa,2600 Grant Ave,Philadelphia,PA,19114,40.077368,-75.023674,5.0,9,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': False, u'lot': True, u'validated': None}"", 'RestaurantsDelivery': 'None', 'BusinessAcceptsCreditCards': 'True'}","Coffee & Tea, Gas Stations, Food, Automotive, Restaurants, Convenience Stores, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
84248,1JGfNy-SMPQK86PNWPjJvA,Wawa,901 S St,Philadelphia,PA,19147,39.9427160282,-75.1572520117,4.0,6,0,"{'WiFi': ""u'free'"", 'RestaurantsDelivery': 'None', 'RestaurantsTakeOut': 'True'}","Coffee & Tea, Convenience Stores, Sandwiches, Restaurants, Food","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-20:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}"
84329,iErS6C2sUShAQs4F7qa-1A,Academia del Caffe,1 S Penn Sq,Philadelphia,PA,19107,39.951347,-75.1629446,4.0,6,0,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Coffee & Tea, Food",
84344,Iy5NjdEmvreKhE43k5nV1g,7-Eleven,"1835 Arch St, Space B",Philadelphia,PA,19103,39.9556688,-75.1708177,2.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Convenience Stores, Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
85491,QTjtz-bfm8Yrrv6t0PP0FQ,Knockbox Cafe,405 S 45th St,Philadelphia,PA,19104,39.9514434,-75.2123412,4.0,115,1,"{'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'False'}","Coffee & Tea, Bagels, Food, Restaurants, Sandwiches, Bakeries","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
85789,pYyShHmDznH4b67OTuMmWA,Tuscany Cafe,222 W Rittenhouse Sq,Philadelphia,PA,19103,39.949176,-75.1734765,3.0,27,0,"{'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True'}","Coffee & Tea, Food, Sandwiches, Restaurants, American (Traditional)","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-19:0'}"
87290,ftCK0qmDE3yj8TT0RQh5rA,7-Eleven,1034-38 Washington Ave,Philadelphia,PA,19147,39.9367631433,-75.1611158252,3.0,11,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Coffee & Tea, Food, Convenience Stores","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
88144,X2JkEvWPO7_dEPHne7qJKg,Dunkin',1401 S 10th St,Philadelphia,PA,19147,39.9317232,-75.1607954,2.5,23,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""'none'"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Donuts, Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
88388,RlKxbcxLSUqjqL4tv4mOKg,Square One Coffee,1811 John F Kennedy Blvd,Philadelphia,PA,19103,39.9544095198,-75.1702470705,4.5,25,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True'}","Coffee & Tea, Food, Coffee Roasteries",{'Monday': '7:0-16:0'}
88649,dF1064EcYXPcJ1ENvLN83w,Saxbys,2951 Market St,Philadelphia,PA,19104,39.955466,-75.181911,3.5,49,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Coffee & Tea, Bagels, Food","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0'}"
88945,SJ3JA9EwBmQeQJXxC8T0vw,Tea Bowl Shop,643 South St,Philadelphia,PA,19147,39.942317,-75.153707,4.0,10,0,"{'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'False', 'DogsAllowed': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Food, Poke, Restaurants, Bubble Tea, Sushi Bars, Fast Food","{'Tuesday': '12:30-21:30', 'Wednesday': '12:30-21:30', 'Thursday': '12:30-21:30', 'Friday': '12:30-23:0', 'Saturday': '12:30-23:0', 'Sunday': '12:30-23:0'}"
91083,_evTKuGvzfQJzDlnf6FMdQ,Green Line Cafe,1650 Arch St,Philadelphia,PA,19103,39.9546817,-75.1677625,4.0,20,1,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}""}","Coffee & Tea, Food","{'Monday': '8:0-14:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0'}"
92916,u2THoMNjQJU8eIv8AAQKTw,Starbucks,2401 Aramingo Ave,Philadelphia,PA,19125,39.974179,-75.120195,3.0,13,1,"{'WiFi': ""u'free'""}","Coffee & Tea, Food","{'Monday': '5:30-20:30', 'Tuesday': '5:30-20:30', 'Wednesday': '5:30-20:30', 'Thursday': '5:30-20:30', 'Friday': '5:30-20:30', 'Saturday': '5:30-20:30', 'Sunday': '5:30-20:30'}"
94161,Ag3bj6WStEkDa2Ha72pQ7A,Cake and the Beanstalk,1112 Locust St,Philadelphia,PA,19107,39.9475864815,-75.160137372,4.5,223,0,"{'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True'}","Coffee & Tea, Food, Desserts, Bakeries","{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '8:0-18:0'}"
94355,hVRebPv7EKMUGVV2m5IKaQ,McDonald's,9970 Bustleton Ave,Philadelphia,PA,19115,40.1021934378,-75.0294394791,1.5,23,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""'none'"", 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'NoiseLevel': ""'average'"", 'Caters': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'DriveThru': 'True'}","Coffee & Tea, Food, Fast Food, Burgers, Restaurants","{'Monday': '5:30-1:0', 'Tuesday': '5:30-1:0', 'Wednesday': '5:30-1:0', 'Thursday': '5:30-1:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '5:30-1:0'}"
94899,sX-HF1WzCOpvePr4EMSlHA,Zen Tea House,225 N 11th St,Philadelphia,PA,19176,39.9563921,-75.1571831,4.0,12,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'BYOBCorkage': ""'yes_free'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'False'}","Coffee & Tea, Restaurants, Asian Fusion, Food","{'Tuesday': '14:0-22:0', 'Wednesday': '14:0-22:0', 'Thursday': '14:0-23:0', 'Friday': '12:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
94905,xbX3gQtqaki0LCZTPhY-jA,Pétrus Ky Café,3900 Chestnut St,Philadelphia,PA,19104,39.9549304,-75.2001318,4.0,14,0,"{'WiFi': ""'free'"", 'RestaurantsTakeOut': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1'}","Coffee & Tea, Food","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-17:0'}"
95956,ItgkjSjo5rXmnBH3Vww_Xg,Starbucks,1945 Callowhill St,Philadelphia,PA,19130,39.960909,-75.171453,3.0,47,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'BikeParking': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}""}","Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:0', 'Saturday': '5:30-20:0', 'Sunday': '5:30-20:0'}"
96124,0FzbiQyBnFnH1OkMol_mgQ,Starbucks,1801 Market St,Philadelphia,PA,19103,39.953382,-75.1702,3.5,9,0,"{'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'""}","Coffee & Tea, Food","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '7:0-18:30', 'Sunday': '7:0-18:30'}"
96611,5WF3593by2u-aE_WaM7_Mw,Tea Leaf,51 N 12th St,Philadelphia,PA,19107,39.95333,-75.15917,4.5,22,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Caters': 'False', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True'}","Coffee & Tea, Restaurants, Food","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0'}"
96708,3RwqdIWmBgKF3HpKSlHNSg,Café Loftus Downtown,136 S 15th St,Philadelphia,PA,19102,39.9499336,-75.1658793,3.5,45,0,"{'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'casual': False}"", 'HasTV': 'False', 'RestaurantsGoodForGroups': 'False', 'Caters': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False'}","Coffee & Tea, Sandwiches, Food, Restaurants",
99426,lMMK2vSieQb_FtqqZ_VGlQ,Temple University Law School Bookstore,1700 N Broad St,Philadelphia,PA,19122,39.9789041447,-75.1581788063,3.0,6,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False'}","Coffee & Tea, Books, Mags, Music & Video, Convenience Stores, Bookstores, Food, Shopping","{'Monday': '7:30-19:0', 'Tuesday': '7:30-19:0', 'Wednesday': '7:30-19:0', 'Thursday': '7:30-19:0', 'Friday': '7:30-17:0', 'Saturday': '11:0-17:0'}"
